지점,지점명,일시,기온(°C),기온 QC플래그
108,서울,2023-08-12 00:01,24.1,0
108,서울,2023-08-12 00:02,24.1,0
108,서울,2023-08-12 00:03,24.1,0
108,서울,2023-08-12 00:04,24.1,0
108,서울,2023-08-12 00:05,24.1,0
108,서울,2023-08-12 00:06,24.1,0
108,서울,2023-08-12 00:07,24.1,0
108,서울,2023-08-12 00:08,24.1,0
108,서울,2023-08-12 00:09,24.1,0
108,서울,2023-08-12 00:10,24.1,0
108,서울,2023-08-12 00:11,24.1,0
108,서울,2023-08-12 00:12,24.1,0
108,서울,2023-08-12 00:13,24.1,0
108,서울,2023-08-12 00:14,24.1,0
108,서울,2023-08-12 00:15,24.1,0
108,서울,2023-08-12 00:16,24.1,0
108,서울,2023-08-12 00:17,24.1,0
108,서울,2023-08-12 00:18,24.1,0
108,서울,2023-08-12 00:19,24.1,0
108,서울,2023-08-12 00:20,24.1,0
108,서울,2023-08-12 00:21,24.1,0
108,서울,2023-08-12 00:22,24.1,0
108,서울,2023-08-12 00:23,24.1,0
108,서울,2023-08-12 00:24,24.1,0
108,서울,2023-08-12 00:25,24.1,0
108,서울,2023-08-12 00:26,24.1,0
108,서울,2023-08-12 00:27,24.1,0
108,서울,2023-08-12 00:28,24.1,0
108,서울,2023-08-12 00:29,24.1,0
108,서울,2023-08-12 00:30,24.1,0
108,서울,2023-08-12 00:31,24.1,0
108,서울,2023-08-12 00:32,24.1,0
108,서울,2023-08-12 00:33,24.1,0
108,서울,2023-08-12 00:34,24.1,0
108,서울,2023-08-12 00:35,24.1,0
108,서울,2023-08-12 00:36,24.1,0
108,서울,2023-08-12 00:37,24.1,0
108,서울,2023-08-12 00:38,24.1,0
108,서울,2023-08-12 00:39,24.1,0
108,서울,2023-08-12 00:40,24.1,0
108,서울,2023-08-12 00:41,24.1,0
108,서울,2023-08-12 00:42,24.1,0
108,서울,2023-08-12 00:43,24.1,0
108,서울,2023-08-12 00:44,24.1,0
108,서울,2023-08-12 00:45,24.1,0
108,서울,2023-08-12 00:46,24.1,0
108,서울,2023-08-12 00:47,24.1,0
108,서울,2023-08-12 00:48,24.1,0
108,서울,2023-08-12 00:49,24.1,0
108,서울,2023-08-12 00:50,24.1,0
108,서울,2023-08-12 00:51,24.1,0
108,서울,2023-08-12 00:52,24.1,0
108,서울,2023-08-12 00:53,24.1,0
108,서울,2023-08-12 00:54,24.1,0
108,서울,2023-08-12 00:55,24.1,0
108,서울,2023-08-12 00:56,24.1,0
108,서울,2023-08-12 00:57,24.1,0
108,서울,2023-08-12 00:58,24.1,0
108,서울,2023-08-12 00:59,24.1,0
108,서울,2023-08-12 01:00,24.1,0
108,서울,2023-08-12 01:01,24.1,0
108,서울,2023-08-12 01:02,24.1,0
108,서울,2023-08-12 01:03,24.1,0
108,서울,2023-08-12 01:04,24.1,0
108,서울,2023-08-12 01:05,24.1,0
108,서울,2023-08-12 01:06,24.1,0
108,서울,2023-08-12 01:07,24.1,0
108,서울,2023-08-12 01:08,24.1,0
108,서울,2023-08-12 01:09,24.1,0
108,서울,2023-08-12 01:10,24.1,0
108,서울,2023-08-12 01:11,24.1,0
108,서울,2023-08-12 01:12,24.1,0
108,서울,2023-08-12 01:13,24.1,0
108,서울,2023-08-12 01:14,24.1,0
108,서울,2023-08-12 01:15,24.1,0
108,서울,2023-08-12 01:16,24.1,0
108,서울,2023-08-12 01:17,24.1,0
108,서울,2023-08-12 01:18,24.1,0
108,서울,2023-08-12 01:19,24.1,0
108,서울,2023-08-12 01:20,24.1,0
108,서울,2023-08-12 01:21,24.1,0
108,서울,2023-08-12 01:22,24.1,0
108,서울,2023-08-12 01:23,24.1,0
108,서울,2023-08-12 01:24,24.1,0
108,서울,2023-08-12 01:25,24.1,0
108,서울,2023-08-12 01:26,24.1,0
108,서울,2023-08-12 01:27,24,0
108,서울,2023-08-12 01:28,24.1,0
108,서울,2023-08-12 01:29,24.1,0
108,서울,2023-08-12 01:30,24.1,0
108,서울,2023-08-12 01:31,24.1,0
108,서울,2023-08-12 01:32,24,0
108,서울,2023-08-12 01:33,24,0
108,서울,2023-08-12 01:34,24,0
108,서울,2023-08-12 01:35,24,0
108,서울,2023-08-12 01:36,24,0
108,서울,2023-08-12 01:37,24,0
108,서울,2023-08-12 01:38,24,0
108,서울,2023-08-12 01:39,24,0
108,서울,2023-08-12 01:40,24,0
108,서울,2023-08-12 01:41,24,0
108,서울,2023-08-12 01:42,24,0
108,서울,2023-08-12 01:43,24,0
108,서울,2023-08-12 01:44,24,0
108,서울,2023-08-12 01:45,24,0
108,서울,2023-08-12 01:46,24,0
108,서울,2023-08-12 01:47,24,0
108,서울,2023-08-12 01:48,24,0
108,서울,2023-08-12 01:49,24,0
108,서울,2023-08-12 01:50,24,0
108,서울,2023-08-12 01:51,24,0
108,서울,2023-08-12 01:52,24,0
108,서울,2023-08-12 01:53,24,0
108,서울,2023-08-12 01:54,24,0
108,서울,2023-08-12 01:55,24,0
108,서울,2023-08-12 01:56,24,0
108,서울,2023-08-12 01:57,24,0
108,서울,2023-08-12 01:58,24,0
108,서울,2023-08-12 01:59,24,0
108,서울,2023-08-12 02:00,24,0
108,서울,2023-08-12 02:01,24,0
108,서울,2023-08-12 02:02,24,0
108,서울,2023-08-12 02:03,24,0
108,서울,2023-08-12 02:04,24,0
108,서울,2023-08-12 02:05,24,0
108,서울,2023-08-12 02:06,24,0
108,서울,2023-08-12 02:07,24,0
108,서울,2023-08-12 02:08,24,0
108,서울,2023-08-12 02:09,24,0
108,서울,2023-08-12 02:10,24,0
108,서울,2023-08-12 02:11,24,0
108,서울,2023-08-12 02:12,24,0
108,서울,2023-08-12 02:13,24,0
108,서울,2023-08-12 02:14,24,0
108,서울,2023-08-12 02:15,24,0
108,서울,2023-08-12 02:16,24,0
108,서울,2023-08-12 02:17,24,0
108,서울,2023-08-12 02:18,24,0
108,서울,2023-08-12 02:19,24,0
108,서울,2023-08-12 02:20,24,0
108,서울,2023-08-12 02:21,24,0
108,서울,2023-08-12 02:22,24,0
108,서울,2023-08-12 02:23,24,0
108,서울,2023-08-12 02:24,24,0
108,서울,2023-08-12 02:25,24,0
108,서울,2023-08-12 02:26,24,0
108,서울,2023-08-12 02:27,23.9,0
108,서울,2023-08-12 02:28,23.9,0
108,서울,2023-08-12 02:29,23.9,0
108,서울,2023-08-12 02:30,23.9,0
108,서울,2023-08-12 02:31,23.9,0
108,서울,2023-08-12 02:32,23.9,0
108,서울,2023-08-12 02:33,23.9,0
108,서울,2023-08-12 02:34,23.9,0
108,서울,2023-08-12 02:35,23.9,0
108,서울,2023-08-12 02:36,23.9,0
108,서울,2023-08-12 02:37,23.9,0
