지점,지점명,일시,기온(°C),기온 QC플래그
108,서울,2023-08-17 00:01,25.7,0
108,서울,2023-08-17 00:02,25.7,0
108,서울,2023-08-17 00:03,25.7,0
108,서울,2023-08-17 00:04,25.7,0
108,서울,2023-08-17 00:05,25.7,0
108,서울,2023-08-17 00:06,25.7,0
108,서울,2023-08-17 00:07,25.6,0
108,서울,2023-08-17 00:08,25.6,0
108,서울,2023-08-17 00:09,25.6,0
108,서울,2023-08-17 00:10,25.6,0
108,서울,2023-08-17 00:11,25.6,0
108,서울,2023-08-17 00:12,25.6,0
108,서울,2023-08-17 00:13,25.6,0
108,서울,2023-08-17 00:14,25.6,0
108,서울,2023-08-17 00:15,25.6,0
108,서울,2023-08-17 00:16,25.6,0
108,서울,2023-08-17 00:17,25.6,0
108,서울,2023-08-17 00:18,25.6,0
108,서울,2023-08-17 00:19,25.6,0
108,서울,2023-08-17 00:20,25.6,0
108,서울,2023-08-17 00:21,25.6,0
108,서울,2023-08-17 00:22,25.6,0
108,서울,2023-08-17 00:23,25.6,0
108,서울,2023-08-17 00:24,25.6,0
108,서울,2023-08-17 00:25,25.6,0
108,서울,2023-08-17 00:26,25.6,0
108,서울,2023-08-17 00:27,25.6,0
108,서울,2023-08-17 00:28,25.6,0
108,서울,2023-08-17 00:29,25.6,0
108,서울,2023-08-17 00:30,25.6,0
108,서울,2023-08-17 00:31,25.6,0
108,서울,2023-08-17 00:32,25.6,0
108,서울,2023-08-17 00:33,25.6,0
108,서울,2023-08-17 00:34,25.6,0
108,서울,2023-08-17 00:35,25.6,0
108,서울,2023-08-17 00:36,25.6,0
108,서울,2023-08-17 00:37,25.6,0
108,서울,2023-08-17 00:38,25.6,0
108,서울,2023-08-17 00:39,25.6,0
108,서울,2023-08-17 00:40,25.6,0
108,서울,2023-08-17 00:41,25.6,0
108,서울,2023-08-17 00:42,25.6,0
108,서울,2023-08-17 00:43,25.6,0
108,서울,2023-08-17 00:44,25.6,0
108,서울,2023-08-17 00:45,25.6,0
108,서울,2023-08-17 00:46,25.6,0
108,서울,2023-08-17 00:47,25.6,0
108,서울,2023-08-17 00:48,25.6,0
108,서울,2023-08-17 00:49,25.6,0
108,서울,2023-08-17 00:50,25.6,0
108,서울,2023-08-17 00:51,25.6,0
108,서울,2023-08-17 00:52,25.6,0
108,서울,2023-08-17 00:53,25.6,0
108,서울,2023-08-17 00:54,25.6,0
108,서울,2023-08-17 00:55,25.6,0
108,서울,2023-08-17 00:56,25.6,0
108,서울,2023-08-17 00:57,25.6,0
108,서울,2023-08-17 00:58,25.5,0
108,서울,2023-08-17 00:59,25.5,0
108,서울,2023-08-17 01:00,25.5,0
108,서울,2023-08-17 01:01,25.5,0
108,서울,2023-08-17 01:02,25.5,0
108,서울,2023-08-17 01:03,25.5,0
108,서울,2023-08-17 01:04,25.4,0
108,서울,2023-08-17 01:05,25.4,0
108,서울,2023-08-17 01:06,25.4,0
108,서울,2023-08-17 01:07,25.4,0
108,서울,2023-08-17 01:08,25.4,0
108,서울,2023-08-17 01:09,25.4,0
108,서울,2023-08-17 01:10,25.4,0
108,서울,2023-08-17 01:11,25.4,0
108,서울,2023-08-17 01:12,25.4,0
108,서울,2023-08-17 01:13,25.3,0
108,서울,2023-08-17 01:14,25.3,0
108,서울,2023-08-17 01:15,25.3,0
108,서울,2023-08-17 01:16,25.3,0
108,서울,2023-08-17 01:17,25.3,0
108,서울,2023-08-17 01:18,25.3,0
108,서울,2023-08-17 01:19,25.3,0
108,서울,2023-08-17 01:20,25.2,0
108,서울,2023-08-17 01:21,25.2,0
108,서울,2023-08-17 01:22,25.2,0
108,서울,2023-08-17 01:23,25.2,0
108,서울,2023-08-17 01:24,25.2,0
108,서울,2023-08-17 01:25,25.2,0
108,서울,2023-08-17 01:26,25.2,0
108,서울,2023-08-17 01:27,25.2,0
108,서울,2023-08-17 01:28,25.2,0
108,서울,2023-08-17 01:29,25.1,0
108,서울,2023-08-17 01:30,25.1,0
108,서울,2023-08-17 01:31,25.1,0
108,서울,2023-08-17 01:32,25.1,0
108,서울,2023-08-17 01:33,25.1,0
108,서울,2023-08-17 01:34,25.1,0
108,서울,2023-08-17 01:35,25.1,0
108,서울,2023-08-17 01:36,25.1,0
108,서울,2023-08-17 01:37,25.1,0
108,서울,2023-08-17 01:38,25.1,0
108,서울,2023-08-17 01:39,25.1,0
108,서울,2023-08-17 01:40,25.1,0
108,서울,2023-08-17 01:41,25.1,0
108,서울,2023-08-17 01:42,25.1,0
108,서울,2023-08-17 01:43,25.1,0
108,서울,2023-08-17 01:44,25.1,0
108,서울,2023-08-17 01:45,25.1,0
108,서울,2023-08-17 01:46,25,0
108,서울,2023-08-17 01:47,25,0
108,서울,2023-08-17 01:48,25,0
108,서울,2023-08-17 01:49,25,0
108,서울,2023-08-17 01:50,25,0
108,서울,2023-08-17 01:51,25,0
108,서울,2023-08-17 01:52,25,0
108,서울,2023-08-17 01:53,25.1,0
108,서울,2023-08-17 01:54,25,0
108,서울,2023-08-17 01:55,25,0
108,서울,2023-08-17 01:56,25,0
108,서울,2023-08-17 01:57,25,0
108,서울,2023-08-17 01:58,25,0
108,서울,2023-08-17 01:59,25,0
108,서울,2023-08-17 02:00,25,0
108,서울,2023-08-17 02:01,25,0
108,서울,2023-08-17 02:02,25,0
108,서울,2023-08-17 02:03,25,0
108,서울,2023-08-17 02:04,25,0
108,서울,2023-08-17 02:05,25,0
108,서울,2023-08-17 02:06,25,0
108,서울,2023-08-17 02:07,25,0
108,서울,2023-08-17 02:08,25,0
108,서울,2023-08-17 02:09,25,0
108,서울,2023-08-17 02:10,25,0
108,서울,2023-08-17 02:11,25,0
108,서울,2023-08-17 02:12,25,0
108,서울,2023-08-17 02:13,25,0
108,서울,2023-08-17 02:14,25,0
108,서울,2023-08-17 02:15,25,0
108,서울,2023-08-17 02:16,25,0
108,서울,2023-08-17 02:17,25,0
108,서울,2023-08-17 02:18,25,0
108,서울,2023-08-17 02:19,25,0
108,서울,2023-08-17 02:20,25,0
108,서울,2023-08-17 02:21,25,0
108,서울,2023-08-17 02:22,25,0
108,서울,2023-08-17 02:23,25,0
108,서울,2023-08-17 02:24,25,0
108,서울,2023-08-17 02:25,24.9,0
108,서울,2023-08-17 02:26,24.9,0
108,서울,2023-08-17 02:27,24.9,0
108,서울,2023-08-17 02:28,24.9,0
108,서울,2023-08-17 02:29,24.9,0
108,서울,2023-08-17 02:30,24.9,0
108,서울,2023-08-17 02:31,24.9,0
108,서울,2023-08-17 02:32,24.9,0
108,서울,2023-08-17 02:33,24.9,0
108,서울,2023-08-17 02:34,24.9,0
108,서울,2023-08-17 02:35,24.9,0
108,서울,2023-08-17 02:36,24.9,0
108,서울,2023-08-17 02:37,24.9,0
108,서울,2023-08-17 02:38,24.9,0
108,서울,2023-08-17 02:39,24.9,0
108,서울,2023-08-17 02:40,24.9,0
108,서울,2023-08-17 02:41,24.9,0
108,서울,2023-08-17 02:42,24.9,0
108,서울,2023-08-17 02:43,24.9,0
108,서울,2023-08-17 02:44,24.9,0
108,서울,2023-08-17 02:45,24.9,0
108,서울,2023-08-17 02:46,24.9,0
